00:00 xSpiderMan     : YO TEK
13:29 DiamondMaster03: anyoying
13:29 donabella09    : sometimes it gives u exp
13:29 DiamondMaster03: someone stop that killing machine!!
13:29 donabella09    : diamond im righ here -.-
13:30 DiamondMaster03: i am stuck
13:30 donabella09    : how? .-.
13:30 DiamondMaster03: thx
13:30 DiamondMaster03: did someone stop that killing machine
13:30 donabella09    : nah i did it XD
13:30 DiamondMaster03: thx
13:30 donabella09    : :3
13:31 DiamondMaster03: donabella09 can i live with u since i was greifed?
13:31 donabella09    : griefed?
13:31 DiamondMaster03: ya
13:31 DiamondMaster03: leo
13:31 DiamondMaster03: donabella09 can i live with u since i was greifed?
13:31 DiamondMaster03: 4 a little bit
13:31 donabella09    : dk .-.
13:32 DiamondMaster03: ...
13:32 donabella09    : i got trust issues so .-.
13:33 DiamondMaster03: dona look
13:33 donabella09    : what?
13:33 donabella09    : ur a steve on my screen
13:33 DiamondMaster03: nvm
13:33 donabella09    : XD
13:33 DiamondMaster03: ya im steve
13:33 DiamondMaster03: dona look
13:34 donabella09    : nice
13:34 donabella09    : ...
13:34 donabella09    : dont change into a enderman it crashes the server
13:34 DiamondMaster03: watch dis
13:35 DiamondMaster03: dona
13:35 donabella09    : what?
13:35 donabella09    : ....
13:35 donabella09    : i guess its fixed
13:36 DiamondMaster03: dona we can do a rp
13:36 DiamondMaster03: i am the pet
13:36 donabella09    : ....
13:36 donabella09    : nah XD
13:36 DiamondMaster03: k
13:37 donabella09    : faking wifi T^T
13:37 DiamondMaster03: wat?
13:37 DiamondMaster03: noooo
13:37 donabella09    : YEA!!!
13:37 DiamondMaster03: ?!?!?!
13:37 DiamondMaster03: COME ON
13:38 donabella09    : u want me to do it again?
13:38 DiamondMaster03: tome!!
13:38 donabella09    : XD
13:38 DiamondMaster03: isaid ex!!
13:38 donabella09    : ex?
13:38 DiamondMaster03: i said ep!!
13:39 DiamondMaster03: i said xp!!
13:39 donabella09    : XD
13:39 DiamondMaster03: nooooo
13:39 donabella09    : see
13:39 DiamondMaster03: ya!!!!!
13:39 DiamondMaster03: ok stop it...!
13:39 DiamondMaster03: thx
13:39 donabella09    : np
13:40 donabella09    : :3
13:41 DiamondMaster03: look dona
13:41 DiamondMaster03: LOL
13:42 DiamondMaster03: look dona
13:42 donabella09    : ?
13:42 donabella09    : :P
13:42 DiamondMaster03: it says crook
13:42 donabella09    : ik
13:42 DiamondMaster03: not blue man
13:43 DiamondMaster03: COME ON
13:43 donabella09    : well imma build
13:43 DiamondMaster03: k
13:44 DiamondMaster03: ur house has a ghost
13:45 donabella09    : nah this is my and trumps house .-.
13:45 DiamondMaster03: house has a ghost
13:45 donabella09    : its u diamond :P
13:45 DiamondMaster03: :)
13:50 donabella09    : wb
13:50 donabella09    : welp
13:50 DiamondMaster03: really
13:51 DiamondMaster03: hi
13:51 DiamondMaster03: computer turned off
13:51 donabella09    : oh
13:53 donabella09    : .-.
13:53 donabella09    : /me slams door on face* 
13:53 DiamondMaster03: ?
13:54 donabella09    : dammit XD
13:55 DiamondMaster03: i can walk through walls
13:55 donabella09    : cool
13:57 donabella09 placed suspicious LAVA_BUCKET @ 1_9: x-6079, z-926
13:58 donabella09 placed suspicious LAVA_BUCKET @ 1_9: x-6079, z-926
13:58 donabella09 placed suspicious LAVA_BUCKET @ 1_9: x-6079, z-926
13:58 DiamondMaster03: dona
13:58 donabella09    : ?
13:58 DiamondMaster03: can u do that 27 levels thing 4 me plzzzz
13:59 donabella09    : i dont control it, it does it randomly
13:59 DiamondMaster03: oh ok
13:59 donabella09    : XD
13:59 DiamondMaster03: ?!?!?!?
13:59 donabella09    : XD
13:59 donabella09    : it picks random people diamond
14:00 DiamondMaster03: it said DiamondMaster040le
14:00 DiamondMaster03: it said DiamondMaster0403
14:00 donabella09    : welp
14:00 donabella09    : it still picks random people
14:00 DiamondMaster03: k
14:00 DiamondMaster03: YES
14:02 DiamondMaster03: dona can i have some food?
14:02 donabella09    : sure
14:03 DiamondMaster03: thx
14:03 donabella09    : np
14:08 donabella09    : hide and seek?
14:08 DiamondMaster03: sure 1 sec
14:10 donabella09    : whos gonna be it?
14:10 DiamondMaster03: u
14:10 donabella09    : T^T
14:10 donabella09    : ok at dis house .-.
14:11 DiamondMaster03: in it
14:11 donabella09    : yea
14:11 DiamondMaster03: k
14:11 donabella09    : ok imma count to 20
14:11 donabella09    : 1
14:11 donabella09    : 2
14:11 donabella09    : 3
14:11 donabella09    : 4
14:11 donabella09    : 5
14:11 donabella09    : 6
14:11 donabella09    : 7
14:11 donabella09    : 8
14:11 donabella09    : 9
14:11 donabella09    : 10
14:11 donabella09    : 11
14:11 donabella09    : 12
14:11 donabella09    : 13
14:11 donabella09    : 14
14:11 donabella09    : 15
14:11 donabella09    : 16
14:11 donabella09    : 17
14:11 donabella09    : 18
14:11 donabella09    : 19
14:12 donabella09    : 20
14:12 donabella09    : hai XD
14:12 DiamondMaster03: my turn
14:12 donabella09    : k
14:12 DiamondMaster03: but i pick where
14:12 donabella09    : dan git
14:12 donabella09    : k
14:13 DiamondMaster03: dis 1
14:13 donabella09    : k
14:13 donabella09    : count to 20
14:13 DiamondMaster03: 1
14:13 DiamondMaster03: 2
14:13 DiamondMaster03: 3
14:13 DiamondMaster03: 4
14:13 DiamondMaster03: 5
14:13 DiamondMaster03: 6
14:13 DiamondMaster03: 7
14:13 DiamondMaster03: 8
14:13 DiamondMaster03: 9
14:14 DiamondMaster03: 10 11
14:14 DiamondMaster03: 12
14:14 DiamondMaster03: 13
14:14 DiamondMaster03: 14 15
14:14 DiamondMaster03: 16 17 18 19
14:14 DiamondMaster03: 20!!!!!!
14:16 DiamondMaster03: ....
14:17 donabella09    : ...
14:17 DiamondMaster03: will give up in 15
14:18 donabella09    : books
14:18 donabella09    : XD
14:18 DiamondMaster03: wow
14:18 DiamondMaster03: i missed dis?
14:18 donabella09    : u passed me so many times XD
14:18 DiamondMaster03: LOL
14:19 DiamondMaster03: *sigh*
14:19 DiamondMaster03: donabella09 i need help building a new base
14:19 donabella09    : k
14:20 DiamondMaster03: i need 2 find a spot
14:20 DiamondMaster03: can u help
14:21 donabella09    : ...
14:21 donabella09    : mk
14:21 DiamondMaster03: i need 2 find a spot
14:22 donabella09    : o.O
14:22 DiamondMaster03: ?
14:22 donabella09    : theres a nazi sign
14:22 DiamondMaster03: ok wait
14:23 donabella09    : i havent found a spot yet .-.
14:23 DiamondMaster03: k
14:23 DiamondMaster03: found a dessert
14:23 donabella09    : cool
14:23 donabella09    : near my place or somewhere else?
14:24 DiamondMaster03: some where else
14:24 donabella09    : what kind of biome do u want?
14:25 DiamondMaster03: with trees
14:25 DiamondMaster03: any
14:25 DiamondMaster03: found a svanna
14:25 donabella09    : oh wait .-.
14:25 DiamondMaster03: found a svanna
14:25 DiamondMaster03: found a svanna!
14:25 donabella09    : cool
14:25 DiamondMaster03: um...
14:25 donabella09    : i found a place
14:27 donabella09    : theres even a cave .-.
14:27 DiamondMaster03: help
14:27 DiamondMaster03: thx
14:27 donabella09    : np
14:28 DiamondMaster03: can u make it day?
14:28 donabella09    : nopd
14:28 donabella09    : *nope
14:28 DiamondMaster03: :(
14:29 DiamondMaster03: can we start building
14:29 donabella09    : sure
14:30 DiamondMaster03: the spot where 2 build has mobs
14:30 donabella09    : do u even have any materials?
14:32 donabella09    : wb
14:32 DiamondMaster03: HI!!
14:33 Sorlin         : i fell like someone wants somthing
14:33 donabella09    : ...sorlin~
14:33 DiamondMaster03: i want u to dance
14:33 donabella09    : XD
14:33 DiamondMaster03: LOL
14:33 donabella09    : nah i want him to do something else
14:33 DiamondMaster03: DANCE
14:33 DiamondMaster03: DANCE FOR ME
14:33 donabella09    : sorlin~
14:34 Sorlin         : ...
14:34 DiamondMaster03: I SAID DANCE
14:34 DiamondMaster03: OR DIE
14:34 donabella09    : sorlin~
14:34 donabella09    : deathroll~
14:34 Sorlin         : dude i could kill u in a heartbeat
14:34 DiamondMaster03: YA
14:35 Sorlin         : ha
14:35 donabella09    : TOBUSCUS!!! T^T
14:35 Sorlin         : dona itll kill u next
14:35 Sorlin         : -_-
14:35 DiamondMaster03: i need a gold shovel dona
14:35 donabella09    : XD
14:35 DiamondMaster03: i need a gold shovel dona
14:36 DiamondMaster03: thx
14:36 donabella09    : np
14:36 donabella09    : so guys hows life?
14:36 Sorlin         : xD
14:36 donabella09    : ....
14:36 donabella09    : SHT IM SURROUNDED BY GUYS!!! DX
14:36 Sorlin         : HA
14:36 donabella09    : <.<
14:36 donabella09    : but im also admin :3
14:37 Sorlin         : -_-
14:37 DiamondMaster03: can u help build dona?
14:37 donabella09    : so i can handle u guys
14:37 donabella09    : well i dont want to mess up ur format of building so .-.
14:37 Sorlin         : DEATHROLL
14:37 DiamondMaster03: thx
14:37 donabella09    : np
14:38 Sorlin         : im tottaly not watchin young justice on nextflix
14:38 Sorlin         : so yea
14:39 donabella09    : ....
14:39 donabella09    : XD
14:39 Sorlin         : k
14:39 Sorlin         : nexflix crashed
14:39 Sorlin         : -.-
14:39 donabella09    : good thing i know where that place is .-.
14:40 Sorlin         : #deathrollimoratle
14:40 Sorlin         : #deathrollimortal
14:40 donabella09    : diamond did u do a sethome at that place?
14:40 Sorlin         : Dona
14:41 donabella09    : ?
14:41 DiamondMaster03: yea
14:41 Sorlin         : #deathrollimortalbecuasenorelationship
14:41 donabella09    : :P
14:41 Sorlin         : so yea
14:41 Sorlin         : im amazing
14:42 donabella09    : GUYS!!!
14:42 Sorlin         : ?
14:42 donabella09    : im bored
14:42 Sorlin         : brb
14:43 donabella09    : wb
14:44 donabella09    : BITCH!!! T^T WASTING MY WB!!! AND MY TYPING!!!
14:44 donabella09    : T^T
14:44 donabella09    : theres doggies :o
14:44 Sorlin         : Brb
14:46 donabella09    : sorlin~
14:46 donabella09    : TOBUSCUS!!!
14:47 donabella09    : wb
14:48 donabella09    : X3
14:48 KragenClaw     : what the
14:49 donabella09    : wb
14:49 DiamondMaster03: computer turned off again
14:49 donabella09    : did it over heat?
14:49 DiamondMaster03: sort of
14:50 KragenClaw     : hi
14:51 donabella09    : wb
14:51 Tektronic      : ik
14:51 KragenClaw     : Diamond have you seen my house in plots
14:51 Tektronic      : ooo
14:51 DiamondMaster03: YEA
14:51 donabella09    : diamond been getting lucky
14:51 KragenClaw     : have you seen my house
14:52 KragenClaw     : come see my house
14:52 donabella09    : im so tired >.<
14:53 donabella09    : GET INTO DA CHOPPAH!!!
14:53 KragenClaw     : lol
14:54 KragenClaw     : AHHHHHHHHHHHH
14:55 Sorlin    : home home
14:55 Sorlin    : oops
14:55 donabella09: XD
14:55 Sorlin     : afk again
14:57 donabella09: IM SOOOOOO TIRED!!! DX
14:57 donabella09: wb
14:57 Tektronic  : ik
14:57 Tektronic  : shit
14:58 donabella09: why chu here?
14:58 Sorlin     : bak
14:58 donabella09: tek guess what
14:58 donabella09: wb
14:58 DiamondMaster03: wats new
14:59 DiamondMaster03: wat was in the update
15:00 Sorlin         : mines better
15:00 Sorlin         : bye dona
15:00 donabella09    : XD
15:00 donabella09    : XD
15:00 Sorlin         : ...
15:00 donabella09    : wb
15:05 Tektronic : there we go
15:06 Tektronic : HI KRAGIE
15:06 KragenClaw: brb
15:06 Tektronic : no
15:07 diamondclaw06: server crash?
15:07 Tektronic    : nope
15:08 diamondclaw06: then i had bad wifi
15:08 Tektronic    : no
15:08 Tektronic    : the server annouced there would be an update
15:08 diamondclaw06: then wat
15:08 diamondclaw06: o
15:09 diamondclaw06: tekt
15:10 diamondclaw06: whats the pro record for long parkour
15:11 Tektronic    : pro record is stage 5 or 6
15:11 Tektronic    : i have to check the sign
15:12 Tektronic    :  placed a sign @ longparkour: x-2, z310
  Pro Record
  Buddermon
15:12 Tektronic    : pro record for long parkour is halfway through stage 5
15:12 diamondclaw06: halfway stage 5
15:12 Tektronic    : ye
15:13 diamondclaw06: ima try beat it
15:14 Tektronic    :  placed a sign @ longparkour: x2, z4
  §2 Long Parkour
  Noob Record
  diamondclaw06
  Stage 12
15:14 Tektronic    : diamondclaw06 what was ur noob record
15:15 diamondclaw06: 13 i thinl
15:15 diamondclaw06: 13 i think
15:15 DiamondMaster03: Tektronic u should get a superhero texture pack
15:15 Tektronic      :  placed a sign @ longparkour: x-2, z4
  §2Long Parkour
  Pro Record
  Buddermon
  Stage 5
15:15 DiamondMaster03: 4 the server
15:15 Tektronic      : i already have one
15:15 diamondclaw06  : uh can you check
15:15 DiamondMaster03: how
15:15 Tektronic      : i downloaded it DiamondMaster03
15:15 DiamondMaster03: give me the link
15:15 diamondclaw06  : diamond parkour
15:15 Tektronic      : i dont have the link anymore
15:16 DiamondMaster03: k
15:16 DiamondMaster03: diamondclaw06 k
15:16 diamondclaw06  : ????
15:16 Tektronic      : noob record is stage 12
15:16 diamondclaw06  : im scared xD
15:16 diamondclaw06  : ok
15:17 diamondclaw06  : FK
15:17 Tektronic      : nice try bro
15:17 Tektronic      : u made it father than i ever did
15:19 diamondclaw06  : lol
15:20 Tektronic      : dia
15:20 Tektronic      : theres a shortcut
15:20 Tektronic      : watch me
15:21 diamondclaw06  : i see i see
15:21 Tektronic      : :)
15:21 Tektronic      : :(
15:22 diamondclaw06  : ty lol
15:22 Tektronic      : lol
15:22 DiamondMaster03: behind u
15:22 DiamondMaster03: behind u tek
15:22 diamondclaw06  : hes trying to beat the noob record
15:23 Tektronic      : DIA NO
15:23 Tektronic      : DIA NO
15:23 diamondclaw06  : are you kidding me
15:23 Tektronic      : Xd
15:26 DiamondMaster03: um i need glass
15:27 diamondclaw06  : i lag
15:34 diamondclaw06  : tekt
15:35 diamondclaw06  : where is spleef parkour
15:35 lil_penguin362 : tek come here
15:37 diamondclaw06  : FK WHO DID THAT
15:37 diamondclaw06  : FK YOU WHOEVER DID THAT
15:37 diamondclaw06  : what the heck is wrong with you lil_penguin362
15:38 diamondclaw06  : TEKT TELL lil_penguin362 TO STOP RESETING MY TIMER!!!!!!!!!!
15:38 diamondclaw06  : sorry if im too mad
